Id,ActivityDate,DayOfTheWeek,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalActiveMinutes,Calories
1503960366,5/7/16,Sat,11992,7.710000038,7.710000038,0,2.460000038,2.119999886,3.130000114,0,37,46,175,833,258,1821
1503960366,5/8/16,Sun,10060,6.579999924,6.579999924,0,3.529999971,0.319999993,2.730000019,0,44,8,203,574,255,1740
1503960366,5/9/16,Mon,12022,7.71999979,7.71999979,0,3.450000048,0.529999971,3.74000001,0,46,11,206,835,263,1819
1503960366,5/10/16,Tue,12207,7.769999981,7.769999981,0,3.349999905,1.159999967,3.25999999,0,46,31,214,746,291,1859
1503960366,5/11/16,Wed,12770,8.130000114,8.130000114,0,2.559999943,1.00999999,4.550000191,0,36,23,251,669,310,1783
1503960366,5/12/16,Thu,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
1624580081,4/12/16,Tue,8163,5.309999943,5.309999943,0,0,0,5.309999943,0,0,0,146,1294,146,1432
1624580081,4/13/16,Wed,7007,4.550000191,4.550000191,0,0,0,4.550000191,0,0,0,148,1292,148,1411
1624580081,4/14/16,Thu,9107,5.920000076,5.920000076,0,0,0,5.909999847,0.01,0,0,236,1204,236,1572
1624580081,4/15/16,Fri,1510,0.980000019,0.980000019,0,0,0,0.970000029,0,0,0,96,1344,96,1344
1624580081,4/16/16,Sat,5370,3.49000001,3.49000001,0,0,0,3.49000001,0,0,0,176,1264,176,1463
1624580081,4/17/16,Sun,6175,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,164,1554
1624580081,4/18/16,Mon,10536,7.409999847,7.409999847,0,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,226,1604
1624580081,4/19/16,Tue,2916,1.899999976,1.899999976,0,0,0,1.899999976,0,0,0,141,1299,141,1435
1624580081,4/20/16,Wed,4974,3.230000019,3.230000019,0,0,0,3.230000019,0,0,0,151,1289,151,1446
1624580081,4/21/16,Thu,6349,4.130000114,4.130000114,0,0,0,4.110000134,0.02,0,0,186,1254,186,1467
1624580081,4/22/16,Fri,4026,2.619999886,2.619999886,0,0,0,2.599999905,0,0,0,199,1241,199,1470
1624580081,4/23/16,Sat,8538,5.550000191,5.550000191,0,0,0,5.539999962,0.01,0,0,227,1213,227,1562
1624580081,4/24/16,Sun,6076,3.950000048,3.950000048,0,1.149999976,0.910000026,1.889999986,0,16,18,185,1221,219,1617
1624580081,4/25/16,Mon,6497,4.21999979,4.21999979,0,0,0,4.199999809,0.02,0,0,202,1238,202,1492
1624580081,4/26/16,Tue,2826,1.840000033,1.840000033,0,0,0,1.830000043,0.01,0,0,140,1300,140,1402
1624580081,4/27/16,Wed,8367,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,207,1670
1624580081,4/28/16,Thu,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0,5,115,1320,120,1401
1624580081,4/29/16,Fri,2390,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,150,1290,150,1404
1624580081,4/30/16,Sat,6474,4.300000191,4.300000191,0,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,258,1655
1624580081,5/1/16,Sun,36019,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,420,2690
1624580081,5/2/16,Mon,7155,4.929999828,4.929999828,0,0.860000014,0.589999974,3.470000029,0,7,6,166,1261,179,1497
1624580081,5/3/16,Tue,2100,1.370000005,1.370000005,0,0,0,1.340000033,0.02,0,0,96,1344,96,1334
1624580081,5/4/16,Wed,2193,1.429999948,1.429999948,0,0,0,1.419999957,0,0,0,118,1322,118,1368
1624580081,5/5/16,Thu,2470,1.610000014,1.610000014,0,0,0,1.580000043,0.02,0,0,117,1323,117,1370
1624580081,5/6/16,Fri,1727,1.120000005,1.120000005,0,0,0,1.120000005,0.01,0,0,102,1338,102,1341
1624580081,5/7/16,Sat,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,182,1474
1624580081,5/8/16,Sun,3427,2.230000019,2.230000019,0,0,0,2.220000029,0,0,0,152,1288,152,1427
1624580081,5/9/16,Mon,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,91,1328
1624580081,5/10/16,Tue,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,139,1301,139,1393
1624580081,5/11/16,Wed,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,112,1359
1624580081,5/12/16,Thu,2971,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,107,890,107,1002
1644430081,4/12/16,Tue,10694,7.769999981,7.769999981,0,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,309,3199
1644430081,4/13/16,Wed,8001,5.820000172,5.820000172,0,2.279999971,0.899999976,2.640000105,0,30,16,135,1259,181,2902
1644430081,4/14/16,Thu,11037,8.020000458,8.020000458,0,0.360000014,2.559999943,5.099999905,0,5,58,252,1125,315,3226
1644430081,4/15/16,Fri,5263,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,177,2750
1644430081,4/16/16,Sat,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,305,3493
1644430081,4/17/16,Sun,8757,6.369999886,6.369999886,0,2.25,0.569999993,3.549999952,0,29,13,186,1212,228,3011
1644430081,4/18/16,Mon,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,169,2806
1644430081,4/19/16,Tue,11256,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,341,3300
1644430081,4/20/16,Wed,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.01,0,0,125,1315,125,2430
1644430081,4/21/16,Thu,1223,0.889999986,0.889999986,0,0,0,0.879999995,0.01,0,0,38,1402,38,2140
1644430081,4/22/16,Fri,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.01,0,0,86,1354,86,2344
1644430081,4/23/16,Sat,6637,4.829999924,4.829999924,0,0,0.579999983,4.25,0,0,15,160,1265,175,2677
1644430081,4/24/16,Sun,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,89,2413
1644430081,4/25/16,Mon,3580,2.599999905,2.599999905,0,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,103,2497
1644430081,4/26/16,Tue,9919,7.210000038,7.210000038,0,0.800000012,1.720000029,4.690000057,0,11,41,223,1165,275,3123
1644430081,4/27/16,Wed,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,118,2489
1644430081,4/28/16,Thu,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,283,3108
1644430081,4/29/16,Fri,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,120,2498
1644430081,4/30/16,Sat,18213,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,0,9,71,402,816,482,3846
1644430081,5/1/16,Sun,6132,4.460000038,4.460000038,0,0.239999995,0.99000001,3.230000019,0,3,24,146,908,173,2696
1644430081,5/2/16,Mon,3758,2.730000019,2.730000019,0,0.07,0.310000002,2.349999905,0,1,7,148,682,156,2580
1644430081,5/3/16,Tue,12850,9.340000153,9.340000153,0,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,325,3324
1644430081,5/4/16,Wed,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.02,0,0,52,1388,52,2222
1644430081,5/5/16,Thu,4363,3.190000057,3.190000057,0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,99,2463
1644430081,5/6/16,Fri,9787,7.119999886,7.119999886,0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,386,3328
1644430081,5/7/16,Sat,13372,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,301,3404
1644430081,5/8/16,Sun,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991,295,2987
1644430081,5/9/16,Mon,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,341,3008
1644430081,5/10/16,Tue,9167,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,186,2799
1644430081,5/11/16,Wed,1329,0.970000029,0.970000029,0,0,0,0.949999988,0.01,0,0,49,713,49,1276
1844505072,4/12/16,Tue,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,339,2030
1844505072,4/13/16,Wed,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,248,1860
1844505072,4/14/16,Thu,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,373,2130
1844505072,4/15/16,Fri,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,176,1725
1844505072,4/16/16,Sat,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,147,1657
1844505072,4/17/16,Sun,4525,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,209,1793
1844505072,4/18/16,Mon,4597,3.039999962,3.039999962,0,0,0.479999989,2.559999943,0,0,12,217,1211,229,1814
1844505072,4/19/16,Tue,197,0.129999995,0.129999995,0,0,0,0.129999995,0,0,0,10,1430,10,1366
1844505072,4/20/16,Wed,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1,1349
1844505072,4/21/16,Thu,8054,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,323,2062
1844505072,4/22/16,Fri,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,220,1827
1844505072,4/23/16,Sat,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,139,1645
1844505072,4/24/16,Sun,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,4/25/16,Mon,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,4/26/16,Tue,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,4/27/16,Wed,4,0,0,0,0,0,0,0,0,0,1,1439,1,1348
1844505072,4/28/16,Thu,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,302,1992
1844505072,4/29/16,Fri,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,247,1856
1844505072,4/30/16,Sat,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,184,1763
1844505072,5/1/16,Sun,2573,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,0,7,75,585,82,1541
1844505072,5/2/16,Mon,0,0,0,0,0,0,0,0,0,0,0,1440,0,1348
1844505072,5/3/16,Tue,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,184,1742
1844505072,5/4/16,Wed,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,87,1549
1844505072,5/5/16,Thu,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,120,1589
1844505072,5/6/16,Fri,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,2,1438,2,1351
1844505072,5/7/16,Sat,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5/8/16,Sun,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5/9/16,Mon,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5/10/16,Tue,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5/11/16,Wed,0,0,0,0,0,0,0,0,0,0,0,1440,0,1347
1844505072,5/12/16,Thu,0,0,0,0,0,0,0,0,0,0,0,711,0,665
1927972279,4/12/16,Tue,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,0,55,734,55,2220
1927972279,4/13/16,Wed,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,32,2151
1927972279,4/14/16,Thu,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,97,2383
1927972279,4/15/16,Fri,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,51,2221
1927972279,4/16/16,Sat,0,0,0,0,0,0,0,0,0,0,0,1440,0,2064
1927972279,4/17/16,Sun,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4/18/16,Mon,244,0.170000002,0.170000002,0,0,0,0.170000002,0,0,0,17,1423,17,2111
1927972279,4/19/16,Tue,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4/20/16,Wed,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4/21/16,Thu,0,0,0,0,0,0,0,0,0,0,0,1440,0,2064
1927972279,4/22/16,Fri,149,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,10,1430,10,2093
1927972279,4/23/16,Sat,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,145,2499
1927972279,4/24/16,Sun,2090,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1,6,75,1358,82,2324
1927972279,4/25/16,Mon,152,0.109999999,0.109999999,0,0,0,0.109999999,0,0,0,12,1303,12,2100
1927972279,4/26/16,Tue,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,192,2638
1927972279,4/27/16,Wed,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4/28/16,Thu,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,95,2351
1927972279,4/29/16,Fri,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,4/30/16,Sat,0,0,0,0,0,0,0,0,0,0,0,1440,0,2064
1927972279,5/1/16,Sun,2704,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,85,2411
1927972279,5/2/16,Mon,3790,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,118,2505
1927972279,5/3/16,Tue,1326,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10,0,17,1413,27,2195
1927972279,5/4/16,Wed,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,87,2338
1927972279,5/5/16,Thu,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5/6/16,Fri,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,108,2383
1927972279,5/7/16,Sat,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,48,2229
1927972279,5/8/16,Sun,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5/9/16,Mon,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5/10/16,Tue,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5/11/16,Wed,0,0,0,0,0,0,0,0,0,0,0,1440,0,2063
1927972279,5/12/16,Thu,0,0,0,0,0,0,0,0,0,0,0,966,0,1383
2022484408,4/12/16,Tue,11875,8.340000153,8.340000153,0,3.309999943,0.769999981,4.260000229,0,42,14,227,1157,283,2390
2022484408,4/13/16,Wed,12024,8.5,8.5,0,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,340,2601
2022484408,4/14/16,Thu,10690,7.5,7.5,0,2.480000019,0.209999993,4.820000172,0,32,3,257,1148,292,2312
2022484408,4/15/16,Fri,11034,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,318,2525
2022484408,4/16/16,Sat,10100,7.090000153,7.090000153,0,3.150000095,0.550000012,3.390000105,0,41,11,151,1237,203,2177
2022484408,4/17/16,Sun,15112,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,388,2782
2022484408,4/18/16,Mon,14131,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,362,2770
2022484408,4/19/16,Tue,11548,8.529999733,8.529999733,0,3.289999962,0.239999995,5,0,31,7,250,1152,288,2489
2022484408,4/20/16,Wed,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,387,2897
2022484408,4/21/16,Thu,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,412,3158
2022484408,4/22/16,Fri,12954,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,335,2638
2022484408,4/23/16,Sat,6001,4.210000038,4.210000038,0,0,0,4.210000038,0,0,0,249,1191,249,2069
2022484408,4/24/16,Sun,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,279,2529
2022484408,4/25/16,Mon,11369,8.010000229,8.010000229,0,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,269,2470
2022484408,4/26/16,Tue,10119,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,354,2793
2022484408,4/27/16,Wed,10159,7.130000114,7.130000114,0,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,321,2463
2022484408,4/28/16,Thu,10140,7.119999886,7.119999886,0,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,317,2296
2022484408,4/29/16,Fri,10245,7.190000057,7.190000057,0,0.479999989,1.210000038,5.5,0,21,40,281,1098,342,2611
2022484408,4/30/16,Sat,18387,12.90999985,12.90999985,0,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,397,2732
2022484408,5/1/16,Sun,10538,7.400000095,7.400000095,0,1.940000057,0.959999979,4.5,0,25,28,245,1142,298,2380
2022484408,5/2/16,Mon,10379,7.289999962,7.289999962,0,2.609999895,0.340000004,4.329999924,0,36,8,277,1119,321,2473
2022484408,5/3/16,Tue,12183,8.739999771,8.739999771,0,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,336,2752
2022484408,5/4/16,Wed,11768,8.289999962,8.289999962,0,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,335,2649
2022484408,5/5/16,Thu,11895,8.350000381,8.350000381,0,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,328,2609
2022484408,5/6/16,Fri,10227,7.179999828,7.179999828,0,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,336,2498
2022484408,5/7/16,Sat,6708,4.710000038,4.710000038,0,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,171,1995
2022484408,5/8/16,Sun,3292,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,135,1305,135,1848
2022484408,5/9/16,Mon,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,379,2709
2022484408,5/10/16,Tue,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,356,2797
2022484408,5/11/16,Wed,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,307,2544
2022484408,5/12/16,Thu,9117,6.409999847,6.409999847,0,1.279999971,0.670000017,4.440000057,0,16,16,236,728,268,1853
2026352035,4/12/16,Tue,4414,2.74000001,2.74000001,0,0.189999998,0.349999994,2.200000048,0,3,8,181,706,192,1459
2026352035,4/13/16,Wed,4993,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,238,663,238,1521
2026352035,4/14/16,Thu,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,0,197,653,197,1431
2026352035,4/15/16,Fri,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,188,1444
2026352035,4/16/16,Sat,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,150,1373
2026352035,4/17/16,Sun,838,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,60,1053,60,1214
2026352035,4/18/16,Mon,3325,2.059999943,2.059999943,0,0,0,2.059999943,0,0,0,182,1062,182,1419
2026352035,4/19/16,Tue,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,141,1356
2026352035,4/20/16,Wed,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,327,1667
2026352035,4/21/16,Thu,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,153,749,153,1370
2026352035,4/22/16,Fri,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,0,162,712,162,1399
2026352035,4/23/16,Sat,12357,7.710000038,7.710000038,0,0,0,7.710000038,0,0,0,432,458,432,1916
2026352035,4/24/16,Sun,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,0,164,704,164,1401
2026352035,4/25/16,Mon,6017,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,260,821,260,1576
2026352035,4/26/16,Tue,5933,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,288,1018,288,1595
2026352035,4/27/16,Wed,6088,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,286,586,286,1593
2026352035,4/28/16,Thu,6375,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,331,626,331,1649
2026352035,4/29/16,Fri,7604,4.710000038,4.710000038,0,0,0,4.710000038,0,0,0,352,492,352,1692
2026352035,4/30/16,Sat,4729,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,233,594,233,1506
2026352035,5/1/16,Sun,3609,2.279999971,2.279999971,0,0,0,2.279999971,0,0,0,191,716,191,1447
2026352035,5/2/16,Mon,7018,4.349999905,4.349999905,0,0,0,4.349999905,0,0,0,355,716,355,1690
2026352035,5/3/16,Tue,5992,3.720000029,3.720000029,0,0,0,3.720000029,0,0,0,304,981,304,1604
2026352035,5/4/16,Wed,6564,4.070000172,4.070000172,0,0,0,4.070000172,0,0,0,345,530,345,1658
2026352035,5/5/16,Thu,12167,7.539999962,7.539999962,0,0,0,7.539999962,0,0,0,475,479,475,1926
2026352035,5/6/16,Fri,8198,5.079999924,5.079999924,0,0,0,5.079999924,0,0,0,383,511,383,1736
2026352035,5/7/16,Sat,4193,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,229,665,229,1491
2026352035,5/8/16,Sun,5528,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,258,610,258,1555
2026352035,5/9/16,Mon,10685,6.619999886,6.619999886,0,0,0,6.599999905,0,0,0,401,543,401,1869
2026352035,5/10/16,Tue,254,0.159999996,0.159999996,0,0,0,0.159999996,0,0,0,17,1002,17,1141
2026352035,5/11/16,Wed,8580,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,330,569,330,1698
2026352035,5/12/16,Thu,8891,5.510000229,5.510000229,0,0,0,5.510000229,0,0,0,343,330,343,1364
2320127002,4/12/16,Tue,10725,7.489999771,7.489999771,0,1.169999957,0.310000002,6.010000229,0,13,9,306,1112,328,2124
2320127002,4/13/16,Wed,7275,4.900000095,4.900000095,0,0,0,4.900000095,0,0,0,335,1105,335,2003
2320127002,4/14/16,Thu,3973,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,191,1249,191,1696
2320127002,4/15/16,Fri,5205,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,245,1195,245,1801
2320127002,4/16/16,Sat,5057,3.410000086,3.410000086,0,0,0,3.400000095,0,0,0,195,1245,195,1724
2320127002,4/17/16,Sun,6198,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,249,1191,249,1852
2320127002,4/18/16,Mon,6559,4.420000076,4.420000076,0,0,0.25999999,4.139999866,0,0,7,260,1173,267,1905
2320127002,4/19/16,Tue,5997,4.039999962,4.039999962,0,0,0.379999995,3.660000086,0,0,11,228,1201,239,1811
2320127002,4/20/16,Wed,7192,4.849999905,4.849999905,0,0,0.49000001,4.340000153,0,0,11,283,1146,294,1922
2320127002,4/21/16,Thu,3404,2.289999962,2.289999962,0,0.059999999,0.419999987,1.809999943,0,1,10,127,1302,138,1610
2320127002,4/22/16,Fri,5583,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,266,1174,266,1851
2320127002,4/23/16,Sat,5079,3.420000076,3.420000076,0,0,0,3.420000076,0,0,0,242,1129,242,1804
2320127002,4/24/16,Sun,4165,2.809999943,2.809999943,0,0,0,2.799999952,0,0,0,204,1236,204,1725
